id,date,text,name,report,summarize
104183,2025-04-24 08:12:58+00:00,"기업명: 한화오션(시가총액: 24조 7,888억)
보고서명: 풍문또는보도에대한해명(미확정)

보도내용 : [글로벌이코노믹] 한화오션, 어드밴티지 탱커스 VLCC 2척 수주 
발생일자 : 2025-04-24
해명내용 : 
 

본 공시는 2025년 4월 24일자 글로벌이코노믹 기사에 보도된 ""한화오션, 어드밴티지 탱커스 VLCC 2척 수주""에 대한 해명공시입니다. 
 
당사는 해당 기사 관련 계약 협의를 진행 중에 있으나, 아직 확정된 바는 없습니다. 
 
구체적인 사항이 확정되는 경우 해당 시점 또는 1개월 이내에 재공시 하겠습니다. 
 
(공시책임자) 재무실장 신용인
 

재공시 예정일 : 2025-05-23


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800749
회사정보: https://finance.naver.com/item/main.nhn?code=042660",한화오션,풍문또는보도에대한해명(미확정),"한화오션은 2025년 4월 24일자 글로벌이코노믹 기사에서 ""어드밴티지 탱커스 VLCC 2척 수주""와 관련한 해명을 발표하였습니다. 현재 계약 협의가 진행 중이지만 확정된 사항은 없으며, 구체적인 내용이 결정되면 2025년 5월 23일 이내에 재공시할 예정입니다."
104182,2025-04-24 08:09:59+00:00,"기업명: 블랙야크아이앤씨(시가총액: 902억)
보고서명: 유상증자결정(종속회사의주요경영사항)

자회사 : 에스티베타제일차

증자방식 : 주주배정증자
증자비율 : 0.33주/1주당

발표일자 : 2025.04.24
기준일자 : 2025-04-24
청약일자 : -
납입일자 : 2025-04-24
상장일자 : 

시설자금 : 
영업양수 : 
운영자금 : 
채무상환 : 
 타법인  : 45억
기타자금 :


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900742
회사정보: https://finance.naver.com/item/main.nhn?code=478560",블랙야크아이앤씨,유상증자결정(종속회사의주요경영사항),"블랙야크아이앤씨는 자회사 에스티베타제일차에 대해 주주배정증자를 결정하였으며, 증자 비율은 0.33주 per 1주이다. 이 증자는 2025년 4월 24일에 발표되었고, 당일 기준일과 납입일로 설정되었다."
104181,2025-04-24 08:06:22+00:00,"기업명: 두산퓨얼셀(시가총액: 9,981억)
보고서명: 투자판단관련주요경영사항

제목 : PAFC 기술 아시아 및 오세아니아 전용실시권 취득

* 주요내용 
당사는 PAFC(Phosphoric Acid Fuel Cell, 인산형 연료전지) 사업의 영위 기반을 강화하기 위하여, 해외계열회사 HyAxiom, Inc.과 기술도입계약(Intellectual Property License Agreement)을 체결하고 PAFC 기술에 대한 아시아 및 오세아니아 지역 내 전용실시권을 취득하였습니다. 
 
본 계약으로 한국 내 비독점적 기술 사용을 허여한 2016년 1월 1일자 기술도입계약(Intra-Company Technology License Agreement, 이하 '기존 계약')이 전면 대체되었으며, 기존 계약 대비 당사의 권한 범위가 아래와 같이 확대되었습니다. 
 
 
1) 계약상대 : HyAxiom, Inc. (해외계열회사) 
 
2) 계약내용 
- PAFC 기술을 이용한 제품의 생산 및 판매, 연구개발, 제3자 서브라이선스 부여 권리를 사업권역(아시아 및 오세아니아) 내 배타적, 독점적으로 확보 
 
※ 기존 계약 대비 변경사항 
- 사업권역이 대한민국에서 아시아 및 오세아니아 전역으로 확대 
- 권리 내용의 독점적, 배타적 성격이 추가 
- 연구개발 관련 권한 확대 및 사업권역 내 제3자 서브라이선스 부여 권리 추가 
 
3) 계약기간 : 영구적(계약이 해지되지 않는 한 유효) 
 
4) 계약금액 : 688억원 
- 복수의 외부평가기관이 산정한 적정가치를 바탕으로 확정 
- 이 외 별도 지급되는 로열티 없음 
 
5) 계약체결일 : 2025년 4월 24일 
- 2025년 4월 1일부터 소급하여 효력 발생


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800733
회사정보: https://finance.naver.com/item/main.nhn?code=336260",두산퓨얼셀,투자판단관련주요경영사항,"두산퓨얼셀은 해외계열회사인 HyAxiom, Inc.와 PAFC 기술에 대한 아시아 및 오세아니아 전용실시권을 취득하는 기술도입계약을 체결하였습니다. 이 계약은 기존의 비독점적 기술 사용 계약을 대체하며, 권한 범위가 확대되어 연구개발 및 제3자 서브라이선스 부여에 대한 독점적 권리를 포함합니다. 계약금액은 688억원이며, 2025년 4월 24일로 계약체결일이 직기하고 계약은 영구적으로 유효합니다."
104180,2025-04-24 08:01:57+00:00,"기업명: JB금융지주(시가총액: 3조 4,574억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-28
개최시각 : 09:00

*IR 목적
2025년 1분기 그룹 경영실적 및 주요 관심사항 설명

*IR 내용
2025년 1분기 그룹 경영실적 및 주요 관심사항


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800732
회사정보: https://finance.naver.com/item/main.nhn?code=175330",JB금융지주,기업설명회(IR)개최(안내공시),"JB금융지주는 2025년 4월 28일 오전 9시에 기업설명회를 개최할 예정이며, 이번 IR에서는 2025년 1분기 그룹 경영실적과 주요 관심사항에 대해 설명할 예정입니다."
104179,2025-04-24 08:01:50+00:00,"기업명: 서한(시가총액: 878억)
보고서명: 단일판매ㆍ공급계약체결

계약상대 : 대구대명 LH참여형 가로주택정비사업조합, 한국토지주택공사 대구경북지역본부 
계약내용 : 대구대명 LH참여형 가로주택정비사업 
공급지역 : 대구광역시 남구 두류공원로 72 세종맨션 일대 
계약금액 : 882억

계약시작 : 2025-07-30
계약종료 : 2028-02-17
계약기간 : 2년 6개월
매출대비 : 11.77%

공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900728
최근계약 : https://www.awakeplus.co.kr/board/contract/011370
회사정보: https://finance.naver.com/item/main.nhn?code=011370",서한,단일판매ㆍ공급계약체결,"서한(시가총액 878억)은 대구대명 LH참여형 가로주택정비사업조합 및 한국토지주택공사 대구경북지역본부와 계약을 체결하였으며, 계약 금액은 882억 원이다. 계약 기간은 2025년 7월 30일부터 2028년 2월 17일까지 2년 6개월로, 예상 매출 대비 11.77%에 해당한다."
104178,2025-04-24 07:46:55+00:00,"기업명: 세토피아(시가총액: 817억)
보고서명: 기타시장안내              (상장적격성 실질심사 대상 결정)

제목 : (주)세토피아 상장적격성 실질심사 대상 결정

거래소는 (주)세토피아에 대하여 코스닥시장 상장규정 제56조제1항제3호의 종합적 요건에 의한 상장폐지 가능성 등을 검토한 결과, 동사를 상장적격성 실질심사 대상으로 결정하였습니다.

해당 결정에 따라 거래소는 해당 법인에 심사일정 및 절차를 통보하고, 해당 통보일로부터 20일('25.05.27 限, 영업일 기준) 이내에 기업심사위원회의 심의·의결을 거쳐 상장폐지 여부 또는 개선기간 부여 여부를 결정할 예정입니다.

다만, 해당 법인이 통보일로부터 15일('25.05.20 限, 영업일 기준) 이내에 경영개선계획서를 제출하는 경우에는 해당 제출일로부터 20일(영업일 기준) 이내에 기업심사위원회의 심의·의결을 거쳐 상장폐지 여부 또는 개선기간 부여 여부를 결정할 예정입니다.

기업심사위원회 심의·의결을 거쳐 동사의 상장적격성이 인정되는 경우에는 동사 주권의 매매거래정지 해제 등 관련 사항을 안내할 예정이고,

기업심사위원회의 심의·의결 결과가 개선기간 부여에 해당하는 경우에는 개선기간 종료 후 기업심사위원회의 심의·의결을 거쳐 상장폐지 여부를 결정할 예정이며,

기업심사위원회 심의결과가 상장폐지에 해당하는 경우에는 기업심사위원회 심의일 이후 20일(영업일 기준) 이내 코스닥시장위원회를 개최하여 당해 기업의 상장폐지 여부 또는 개선기간 부여 여부 등을 결정할 예정입니다.


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900691
회사정보: https://finance.naver.com/item/main.nhn?code=222810",세토피아,기타시장안내              (상장적격성 실질심사 대상 결정),"세토피아는 코스닥시장 상장규정에 따라 상장적격성 실질심사 대상으로 결정되었으며, 거래소는 심사 일정과 절차를 통보할 예정입니다. 기업은 15일 이내에 경영개선계획서를 제출할 수 있으며, 이 경우 상장폐지 여부는 제출일로부터 20일 이내에 결정됩니다. 상장적격성이 인정되면 거래정지 해제가 이루어지고, 개선기간이 주어질 경우 종료 후 상장폐지 여부가 다시 논의될 것입니다."
104177,2025-04-24 07:35:47+00:00,"기업명: 인스코비(시가총액: 1,849억)
보고서명: 주요사항보고서(전환사채권발행결정)

발행금액 : 50억(전체대비 : 2.55%)
발행방법 : 사모
전환가액 : 1,640원(현재가 : 1,545원)
최저조정 : 1,148원
표면이율 : 3.0%
만기이율 : 8.0%

납입일자 : 2025-05-13
청구시작 : 2026-05-13
청구종료 : 2028-04-13

* 투자자
 애드알엔


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000459
회사정보: https://finance.naver.com/item/main.nhn?code=006490",인스코비,주요사항보고서(전환사채권발행결정),"인스코비는 총 50억 원 규모의 전환사채를 사모 방식으로 발행하기로 결정하였으며, 발행금액은 전체의 2.55%에 해당합니다. 전환가액은 1,640원으로 현재가인 1,545원보다 높은 수준이며, 만기일인 2025년 5월 13일부터 2028년 4월 13일까지 청구가 가능합니다."
104176,2025-04-24 07:31:23+00:00,"기업명: 두산퓨얼셀(시가총액: 9,981억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-30
개최시각 : 16:00

*IR 목적
2025년 1분기 경영실적 발표

*IR 내용
2025년 1분기 경영실적 및 사업현황


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800658
회사정보: https://finance.naver.com/item/main.nhn?code=336260",두산퓨얼셀,기업설명회(IR)개최(안내공시),"두산퓨얼셀은 2025년 4월 30일 오후 4시에 기업설명회를 개최하며, 이 자리에서 2025년 1분기 경영실적과 사업현황을 발표할 예정입니다. 이를 통해 투자자들에게 중요한 경영 정보를 제공할 계획입니다."
104175,2025-04-24 07:30:10+00:00,"기업명: 재영솔루텍(시가총액: 759억)
보고서명: 전환청구권행사

청구주식 : 2,490,660주
시총대비 : 2.82%
 (주가 : 861원)

* 상장일 및 수량
2025-05-16 : 2,490,660주(전환가 : 803원)


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900656
회사정보: https://finance.naver.com/item/main.nhn?code=049630",재영솔루텍,전환청구권행사,"재영솔루텍의 보고서에 따르면, 회사는 2025년 5월 16일 2,490,660주의 전환청구권을 행사할 예정이며, 이는 시가총액의 2.82%에 해당합니다. 전환가는 803원으로 설정되어 있으며, 현재 주가는 861원입니다."
104174,2025-04-24 07:28:57+00:00,"기업명: 제주은행(시가총액: 3,949억)
보고서명: 연결재무제표기준영업(잠정)실적(공정공시)

매출액 : 911억(예상치 : -)
영업익 : 13억(예상치 : -)
순이익 : 29억(예상치 : -)

**최근 실적 추이**
2025.1Q 911억/ 13억/ 29억
2024.4Q 932억/ 10억/ 10억
2024.3Q 984억/ 32억/ 32억
2024.2Q 924억/ 19억/ 18억
2024.1Q 956억/ 53억/ 43억


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800609
회사정보: https://finance.naver.com/item/main.nhn?code=006220",제주은행,연결재무제표기준영업(잠정)실적(공정공시),"제주은행의 2025년 1분기 연결재무제표 기준 잠정 실적은 매출액 911억 원, 영업이익 13억 원, 순이익 29억 원을 기록했습니다. 최근 실적 추이에 따르면, 매출액은 감소세를 보이며 영업이익과 순이익도 변동이 있는 것으로 나타났습니다."
104173,2025-04-24 07:27:51+00:00,"기업명: NH투자증권(시가총액: 4조 6,602억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-05-08
개최시각 : 09:00

*IR 목적
국내 NDR 진행

*IR 내용
최근 경영실적 및 주요 사업전략


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800647
회사정보: https://finance.naver.com/item/main.nhn?code=005940",NH투자증권,기업설명회(IR)개최(안내공시),"NH투자증권은 2025년 5월 8일 오전 9시에 기업설명회(IR)를 개최할 예정이며, 이번 IR의 목적은 국내 NDR 진행이다. 설명회에서는 최근 경영 실적과 주요 사업 전략에 대해 논의될 계획이다."
104172,2025-04-24 07:27:24+00:00,"기업명: HLB제약(시가총액: 6,172억)
보고서명: 주요사항보고서(유상증자결정)

보통주 : 976,362주(발행가격 : 19,460원)
우선주 : 

발행비율 : 3%

* 투자자
에이치엘비생명과학(최대주주)

발표일자 : 2025-04-24
납입일자 : 2025-05-08
상장일자 : 2025-05-29


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000450
회사정보: https://finance.naver.com/item/main.nhn?code=047920",HLB제약,주요사항보고서(유상증자결정),"HLB제약이 보통주 976,362주를 발행가격 19,460원으로 유상증자를 결정하였으며, 발행비율은 3%입니다. 최대주주는 에이치엘비생명과학으로, 발표일자는 2025년 4월 24일이며 납입일은 2025년 5월 8일, 상장일은 2025년 5월 29일입니다."
104171,2025-04-24 07:25:28+00:00,"기업명: NH투자증권(시가총액: 4조 6,602억)
보고서명: 연결재무제표기준영업(잠정)실적(공정공시)

매출액 : 33,566억(예상치 : -)
영업익 : 2,890억(예상치 : 2,591억/ +12%)
순이익 : 2,082억(예상치 : 1,918억+/ 9%)

**최근 실적 추이**
2025.1Q 33,566억/ 2,890억/ 2,082억
2024.4Q 29,131억/ 1,672억/ 1,100억
2024.3Q 22,816억/ 1,882억/ 1,540억
2024.2Q 19,977억/ 2,688억/ 1,972억
2024.1Q 28,944억/ 2,769억/ 2,255억


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800607
회사정보: https://finance.naver.com/item/main.nhn?code=005940",NH투자증권,연결재무제표기준영업(잠정)실적(공정공시),"NH투자증권은 2025년 1분기 연결재무제표 기준으로 매출액 33,566억 원, 영업이익 2,890억 원, 순이익 2,082억 원을 기록하였으며, 이는 작년 동기 대비 각각 증가한 수치입니다. 특히 영업이익은 예상치를 상회하며 12% 증가하였습니다. 최근 실적 추이에 따르면 지속적인 성장세를 보이고 있습니다."
104170,2025-04-24 07:24:56+00:00,"기업명: 신라젠(시가총액: 5,302억)
보고서명: 주요사항보고서(회사합병결정)

* 합병방법
신라젠에서 우성제약을 흡수합병
(상법 제527조 3에 의한 소규모합병)
- 존속회사: 신라젠
- 소멸회사: 우성제약

대상회사 : 우성제약(자회사)
주요사업 : 의약품개발 연구개발 및 판매
영업실적 : 매출 81억/ 순이익 12억

합병계약 : 2025-04-24
반대기한 : 2025-05-27
주주총회 : -
매수청구 : -
거래정지 : 시작
합병기일 : 2025-07-01
신주상장 : -

합병목적 : 경영효율성 제고 및 시너지 창출


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000444
회사정보: https://finance.naver.com/item/main.nhn?code=215600",신라젠,주요사항보고서(회사합병결정),"신라젠은 우성제약을 흡수합병하기로 결정했으며, 합병은 2025년 7월 1일에 시행될 예정이다. 이번 합병은 경영 효율성을 높이고 시너지를 창출하기 위한 것으로, 신라젠이 존속회사로 남고 우성제약은 소멸회사로 처리된다. 합병 계약일은 2025년 4월 24일이며, 주주총회와 매수청구는 예정되어 있지 않다."
104169,2025-04-24 07:23:04+00:00,"기업명: DB하이텍(시가총액: 1조 8,137억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-28
개최시각 : 09:30

*IR 목적
2025년 1분기 경영실적 발표

*IR 내용
1분기 경영실적 설명 및 질의응답


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800621
회사정보: https://finance.naver.com/item/main.nhn?code=000990",DB하이텍,기업설명회(IR)개최(안내공시),DB하이텍은 2025년 4월 28일 오전 9시 30분에 2025년 1분기 경영실적 발표를 위한 기업설명회(IR)를 개최할 예정입니다. 이 IR에서는 1분기 경영실적에 대한 설명과 질의응답이 진행될 것입니다.
104168,2025-04-24 07:19:23+00:00,"기업명: 동아에스티(시가총액: 4,237억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-29
개최시각 : 15:15

*IR 목적
회사 이해 증진 및 기업가치 제고

*IR 내용
2025년 1분기 경영실적 및 주요 R&D 현황


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800613
회사정보: https://finance.naver.com/item/main.nhn?code=170900",동아에스티,기업설명회(IR)개최(안내공시),"동아에스티는 2025년 4월 29일 오후 3시 15분에 기업설명회를 개최하며, 이 자리에서 2025년 1분기 경영실적과 주요 R&D 현황을 발표할 예정이다. 이 IR은 회사에 대한 이해를 높이고 기업가치를 제고하기 위한 목적을 가지고 있다."
104167,2025-04-24 07:19:16+00:00,"기업명: 더블유게임즈(시가총액: 1조 1,887억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-05-14
개최시각 : 10:30

*IR 목적
2025년 1분기 경영실적 발표

*IR 내용
2025년 1분기 경영실적 발표와 질의응답


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800603
회사정보: https://finance.naver.com/item/main.nhn?code=192080",더블유게임즈,기업설명회(IR)개최(안내공시),"더블유게임즈는 2025년 5월 14일 오전 10시 30분에 기업설명회(IR)를 개최할 예정이며, 이 자리에서 2025년 1분기 경영실적을 발표하고 질의응답을 진행합니다. 이번 IR은 회사의 시가총액이 1조 1,887억 원인 점에서 중요한 의미를 갖습니다."
104166,2025-04-24 07:16:29+00:00,"기업명: 케이티스카이라이프(시가총액: 2,084억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-05-08
개최시각 : 10:00

*IR 목적
2025년 1분기 추정 결산실적 발표

*IR 내용
2025년 1분기 실적발표 및 질의응답


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800605
회사정보: https://finance.naver.com/item/main.nhn?code=053210",케이티스카이라이프,기업설명회(IR)개최(안내공시),"케이티스카이라이프가 2025년 5월 8일 오전 10시에 기업설명회(IR)를 개최할 예정이며, 이번 행사에서는 2025년 1분기 추정 결산실적 발표와 질의응답이 진행될 예정입니다."
104165,2025-04-24 07:15:36+00:00,"기업명: JB금융지주(시가총액: 3조 4,574억)
보고서명: 현금ㆍ현물배당결정

배당구분 : 분기배당( 현금 )

* 배당금
보통주 : 160원(현재가42,509원)
기타주 : 

* 배당률
보통주 : 0.9%
기타주 : 

기준일 : 2025-05-09
지급일 : 2025-05-28


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800600
회사정보: https://finance.naver.com/item/main.nhn?code=175330",JB금융지주,현금ㆍ현물배당결정,"JB금융지주는 보통주에 대해 분기 배당금 160원을 결정했으며, 이는 현재가 42,509원의 0.9%에 해당합니다. 기준일은 2025년 5월 9일이며, 지급일은 2025년 5월 28일입니다."
