id,date,text
104181,2025-04-24 08:06:22+00:00,"2025.04.24 17:06:21
기업명: 두산퓨얼셀(시가총액: 9,981억)
보고서명: 투자판단관련주요경영사항

제목 : PAFC 기술 아시아 및 오세아니아 전용실시권 취득

* 주요내용 
당사는 PAFC(Phosphoric Acid Fuel Cell, 인산형 연료전지) 사업의 영위 기반을 강화하기 위하여, 해외계열회사 HyAxiom, Inc.과 기술도입계약(Intellectual Property License Agreement)을 체결하고 PAFC 기술에 대한 아시아 및 오세아니아 지역 내 전용실시권을 취득하였습니다. 
 
본 계약으로 한국 내 비독점적 기술 사용을 허여한 2016년 1월 1일자 기술도입계약(Intra-Company Technology License Agreement, 이하 '기존 계약')이 전면 대체되었으며, 기존 계약 대비 당사의 권한 범위가 아래와 같이 확대되었습니다. 
 
 
1) 계약상대 : HyAxiom, Inc. (해외계열회사) 
 
2) 계약내용 
- PAFC 기술을 이용한 제품의 생산 및 판매, 연구개발, 제3자 서브라이선스 부여 권리를 사업권역(아시아 및 오세아니아) 내 배타적, 독점적으로 확보 
 
※ 기존 계약 대비 변경사항 
- 사업권역이 대한민국에서 아시아 및 오세아니아 전역으로 확대 
- 권리 내용의 독점적, 배타적 성격이 추가 
- 연구개발 관련 권한 확대 및 사업권역 내 제3자 서브라이선스 부여 권리 추가 
 
3) 계약기간 : 영구적(계약이 해지되지 않는 한 유효) 
 
4) 계약금액 : 688억원 
- 복수의 외부평가기관이 산정한 적정가치를 바탕으로 확정 
- 이 외 별도 지급되는 로열티 없음 
 
5) 계약체결일 : 2025년 4월 24일 
- 2025년 4월 1일부터 소급하여 효력 발생


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800733
회사정보: https://finance.naver.com/item/main.nhn?code=336260"
104180,2025-04-24 08:01:57+00:00,"2025.04.24 17:01:56
기업명: JB금융지주(시가총액: 3조 4,574억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-28
개최시각 : 09:00

*IR 목적
2025년 1분기 그룹 경영실적 및 주요 관심사항 설명

*IR 내용
2025년 1분기 그룹 경영실적 및 주요 관심사항


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800732
회사정보: https://finance.naver.com/item/main.nhn?code=175330"
104179,2025-04-24 08:01:50+00:00,"2025.04.24 17:01:49
기업명: 서한(시가총액: 878억)
보고서명: 단일판매ㆍ공급계약체결

계약상대 : 대구대명 LH참여형 가로주택정비사업조합, 한국토지주택공사 대구경북지역본부 
계약내용 : 대구대명 LH참여형 가로주택정비사업 
공급지역 : 대구광역시 남구 두류공원로 72 세종맨션 일대 
계약금액 : 882억

계약시작 : 2025-07-30
계약종료 : 2028-02-17
계약기간 : 2년 6개월
매출대비 : 11.77%

공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900728
최근계약 : https://www.awakeplus.co.kr/board/contract/011370
회사정보: https://finance.naver.com/item/main.nhn?code=011370"
104178,2025-04-24 07:46:55+00:00,"2025.04.24 16:46:54
기업명: 세토피아(시가총액: 817억)
보고서명: 기타시장안내              (상장적격성 실질심사 대상 결정)

제목 : (주)세토피아 상장적격성 실질심사 대상 결정

거래소는 (주)세토피아에 대하여 코스닥시장 상장규정 제56조제1항제3호의 종합적 요건에 의한 상장폐지 가능성 등을 검토한 결과, 동사를 상장적격성 실질심사 대상으로 결정하였습니다.

해당 결정에 따라 거래소는 해당 법인에 심사일정 및 절차를 통보하고, 해당 통보일로부터 20일('25.05.27 限, 영업일 기준) 이내에 기업심사위원회의 심의·의결을 거쳐 상장폐지 여부 또는 개선기간 부여 여부를 결정할 예정입니다.

다만, 해당 법인이 통보일로부터 15일('25.05.20 限, 영업일 기준) 이내에 경영개선계획서를 제출하는 경우에는 해당 제출일로부터 20일(영업일 기준) 이내에 기업심사위원회의 심의·의결을 거쳐 상장폐지 여부 또는 개선기간 부여 여부를 결정할 예정입니다.

기업심사위원회 심의·의결을 거쳐 동사의 상장적격성이 인정되는 경우에는 동사 주권의 매매거래정지 해제 등 관련 사항을 안내할 예정이고,

기업심사위원회의 심의·의결 결과가 개선기간 부여에 해당하는 경우에는 개선기간 종료 후 기업심사위원회의 심의·의결을 거쳐 상장폐지 여부를 결정할 예정이며,

기업심사위원회 심의결과가 상장폐지에 해당하는 경우에는 기업심사위원회 심의일 이후 20일(영업일 기준) 이내 코스닥시장위원회를 개최하여 당해 기업의 상장폐지 여부 또는 개선기간 부여 여부 등을 결정할 예정입니다.


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900691
회사정보: https://finance.naver.com/item/main.nhn?code=222810"
104177,2025-04-24 07:35:47+00:00,"2025.04.24 16:35:46
기업명: 인스코비(시가총액: 1,849억)
보고서명: 주요사항보고서(전환사채권발행결정)

발행금액 : 50억(전체대비 : 2.55%)
발행방법 : 사모
전환가액 : 1,640원(현재가 : 1,545원)
최저조정 : 1,148원
표면이율 : 3.0%
만기이율 : 8.0%

납입일자 : 2025-05-13
청구시작 : 2026-05-13
청구종료 : 2028-04-13

* 투자자
 애드알엔


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000459
회사정보: https://finance.naver.com/item/main.nhn?code=006490"
104176,2025-04-24 07:31:23+00:00,"2025.04.24 16:31:22
기업명: 두산퓨얼셀(시가총액: 9,981억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-30
개최시각 : 16:00

*IR 목적
2025년 1분기 경영실적 발표

*IR 내용
2025년 1분기 경영실적 및 사업현황


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800658
회사정보: https://finance.naver.com/item/main.nhn?code=336260"
104175,2025-04-24 07:30:10+00:00,"2025.04.24 16:30:09
기업명: 재영솔루텍(시가총액: 759억)
보고서명: 전환청구권행사

청구주식 : 2,490,660주
시총대비 : 2.82%
 (주가 : 861원)

* 상장일 및 수량
2025-05-16 : 2,490,660주(전환가 : 803원)


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900656
회사정보: https://finance.naver.com/item/main.nhn?code=049630"
104174,2025-04-24 07:28:57+00:00,"2025.04.24 16:28:56
기업명: 제주은행(시가총액: 3,949억)
보고서명: 연결재무제표기준영업(잠정)실적(공정공시)

매출액 : 911억(예상치 : -)
영업익 : 13억(예상치 : -)
순이익 : 29억(예상치 : -)

**최근 실적 추이**
2025.1Q 911억/ 13억/ 29억
2024.4Q 932억/ 10억/ 10억
2024.3Q 984억/ 32억/ 32억
2024.2Q 924억/ 19억/ 18억
2024.1Q 956억/ 53억/ 43억


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800609
회사정보: https://finance.naver.com/item/main.nhn?code=006220"
104173,2025-04-24 07:27:51+00:00,"2025.04.24 16:27:50
기업명: NH투자증권(시가총액: 4조 6,602억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-05-08
개최시각 : 09:00

*IR 목적
국내 NDR 진행

*IR 내용
최근 경영실적 및 주요 사업전략


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800647
회사정보: https://finance.naver.com/item/main.nhn?code=005940"
104172,2025-04-24 07:27:24+00:00,"2025.04.24 16:27:23
기업명: HLB제약(시가총액: 6,172억)
보고서명: 주요사항보고서(유상증자결정)

보통주 : 976,362주(발행가격 : 19,460원)
우선주 : 

발행비율 : 3%

* 투자자
에이치엘비생명과학(최대주주)

발표일자 : 2025-04-24
납입일자 : 2025-05-08
상장일자 : 2025-05-29


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000450
회사정보: https://finance.naver.com/item/main.nhn?code=047920"
104171,2025-04-24 07:25:28+00:00,"2025.04.24 16:25:27
기업명: NH투자증권(시가총액: 4조 6,602억)
보고서명: 연결재무제표기준영업(잠정)실적(공정공시)

매출액 : 33,566억(예상치 : -)
영업익 : 2,890억(예상치 : 2,591억/ +12%)
순이익 : 2,082억(예상치 : 1,918억+/ 9%)

**최근 실적 추이**
2025.1Q 33,566억/ 2,890억/ 2,082억
2024.4Q 29,131억/ 1,672억/ 1,100억
2024.3Q 22,816억/ 1,882억/ 1,540억
2024.2Q 19,977억/ 2,688억/ 1,972억
2024.1Q 28,944억/ 2,769억/ 2,255억


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800607
회사정보: https://finance.naver.com/item/main.nhn?code=005940"
104170,2025-04-24 07:24:56+00:00,"2025.04.24 16:24:55
기업명: 신라젠(시가총액: 5,302억)
보고서명: 주요사항보고서(회사합병결정)

* 합병방법
신라젠에서 우성제약을 흡수합병
(상법 제527조 3에 의한 소규모합병)
- 존속회사: 신라젠
- 소멸회사: 우성제약

대상회사 : 우성제약(자회사)
주요사업 : 의약품개발 연구개발 및 판매
영업실적 : 매출 81억/ 순이익 12억

합병계약 : 2025-04-24
반대기한 : 2025-05-27
주주총회 : -
매수청구 : -
거래정지 : 시작
합병기일 : 2025-07-01
신주상장 : -

합병목적 : 경영효율성 제고 및 시너지 창출


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000444
회사정보: https://finance.naver.com/item/main.nhn?code=215600"
104169,2025-04-24 07:23:04+00:00,"2025.04.24 16:23:03
기업명: DB하이텍(시가총액: 1조 8,137억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-28
개최시각 : 09:30

*IR 목적
2025년 1분기 경영실적 발표

*IR 내용
1분기 경영실적 설명 및 질의응답


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800621
회사정보: https://finance.naver.com/item/main.nhn?code=000990"
104168,2025-04-24 07:19:23+00:00,"2025.04.24 16:19:22
기업명: 동아에스티(시가총액: 4,237억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-29
개최시각 : 15:15

*IR 목적
회사 이해 증진 및 기업가치 제고

*IR 내용
2025년 1분기 경영실적 및 주요 R&D 현황


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800613
회사정보: https://finance.naver.com/item/main.nhn?code=170900"
104167,2025-04-24 07:19:16+00:00,"2025.04.24 16:19:15
기업명: 더블유게임즈(시가총액: 1조 1,887억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-05-14
개최시각 : 10:30

*IR 목적
2025년 1분기 경영실적 발표

*IR 내용
2025년 1분기 경영실적 발표와 질의응답


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800603
회사정보: https://finance.naver.com/item/main.nhn?code=192080"
104166,2025-04-24 07:16:29+00:00,"2025.04.24 16:16:28
기업명: 케이티스카이라이프(시가총액: 2,084억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-05-08
개최시각 : 10:00

*IR 목적
2025년 1분기 추정 결산실적 발표

*IR 내용
2025년 1분기 실적발표 및 질의응답


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800605
회사정보: https://finance.naver.com/item/main.nhn?code=053210"
104165,2025-04-24 07:15:36+00:00,"2025.04.24 16:15:36
기업명: JB금융지주(시가총액: 3조 4,574억)
보고서명: 현금ㆍ현물배당결정

배당구분 : 분기배당( 현금 )

* 배당금
보통주 : 160원(현재가42,509원)
기타주 : 

* 배당률
보통주 : 0.9%
기타주 : 

기준일 : 2025-05-09
지급일 : 2025-05-28


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800600
회사정보: https://finance.naver.com/item/main.nhn?code=175330"
104164,2025-04-24 07:13:56+00:00,"2025.04.24 16:13:56
기업명: HLB제약(시가총액: 6,172억)
보고서명: 주요사항보고서(타법인주식및출자증권양수결정)

양수회사 : 주식회사 신화어드밴스
주요사업 : 의약품 도매
양수금액 : 190억
자본대비 : 16.32%

거래상대 : 에이치엘비생명과학 주식회사(최대주주)
양수목적 : 산업다각화 및 신성장 동력 확보

양수후 지분 : 100%
양수 예정일 : 2025-05-08

* 대금지급

(1) 대금지급방법 : 현금 지급
(2) 대금지급시기
 - 계약금 : 1,900,000,000원 (2025년 4월 24일)
 - 잔  금 : 17,100,000,000원 (2025년 5월 8일)
(3) 자금조달방법 : 보유자금
(4)
지급시기는 진행일정에 따라 변경될 가능성이 있음


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000435
회사정보: https://finance.naver.com/item/main.nhn?code=047920"
104163,2025-04-24 07:11:25+00:00,"2025.04.24 16:11:24
기업명: 에스티팜(시가총액: 1조 5,598억)
보고서명: 기업설명회(IR)개최

개최일자 : 2025-04-29
개최시각 : 15:30

*IR 목적
2025년 1분기 및 연간 잠정실적 공시 후 어닝콜

*IR 내용
2025년 1분기 경영실적 및 주요사항


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900592
회사정보: https://finance.naver.com/item/main.nhn?code=237690"
104162,2025-04-24 07:10:49+00:00,"2025.04.24 16:10:48
기업명: 풍산홀딩스(시가총액: 3,936억)
보고서명: 주요사항보고서(자기주식취득결정)

* 보통주
취득수량 : 150,000주(41억)
시총대비 : 1.04%

* 우선주
취득수량 : (-)
시총대비 : 

취득목적 : 주가안정 및 주주가치 제고
취득방법 : 유가증권시장을 통한 장내매수(장중취득)
중개업자 : 미래에셋증권(MIRAE ASSET Securities co.,Ltd.)
결정일자 : 2025-04-24


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000432
회사정보: https://finance.naver.com/item/main.nhn?code=005810"
104161,2025-04-24 07:10:24+00:00,"2025.04.24 16:10:23
기업명: 동아쏘시오홀딩스(시가총액: 6,419억)
보고서명: 기업설명회(IR)개최(안내공시)

개최일자 : 2025-04-29
개최시각 : 15:00

*IR 목적
회사 이해 증진 및 기업가치 제고

*IR 내용
2025년 1분기 경영실적 및 주요 계열회사 경영현황 설명


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800586
회사정보: https://finance.naver.com/item/main.nhn?code=000640"
104160,2025-04-24 06:54:18+00:00,"2025.04.24 15:54:17
기업명: JB금융지주(시가총액: 3조 4,574억)
보고서명: 연결재무제표기준영업(잠정)실적(공정공시)

매출액 : 11,229억(예상치 : -)
영업익 : 2,175억(예상치 : 2,329억/ -7%)
순이익 : 1,628억(예상치 : 1,784억/ -9%)

**최근 실적 추이**
2025.1Q 11,229억/ 2,175억/ 1,628억
2024.4Q 11,616억/ 1,583억/ 1,187억
2024.3Q 11,474억/ 2,610억/ 1,975억
2024.2Q 11,746억/ 2,588억/ 2,007억
2024.1Q 11,402억/ 2,280억/ 1,760억


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800488
회사정보: https://finance.naver.com/item/main.nhn?code=175330"
104159,2025-04-24 06:53:48+00:00,"2025.04.24 15:53:47
기업명: KB금융(시가총액: 33조 2,925억)
보고서명: 기업가치제고계획(자율공시)

계획서 명칭 :  brKB금융그룹 Value-up 이행 현황br 

* 주요 내용
 br1. KB금융그룹 밸류업 Brief br2. KB금융그룹 밸류업 Highlights br
br
         br 2-(1). 주주환원강화 br
br
         br 2-(2). Governance, ESG and IRbr


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800498
회사정보: https://finance.naver.com/item/main.nhn?code=105560"
104158,2025-04-24 06:51:34+00:00,"2025.04.24 15:51:33
기업명: KB금융(시가총액: 33조 2,925억)
보고서명: 주식소각결정

소각할 주식수
- 보통주 : 3,529,411주
- 우선주 : 

예정금액 : 3,000억
시총대비 : 0.9%

취득방법 : 장내매수
예정일자 : -


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800485
회사정보: https://finance.naver.com/item/main.nhn?code=105560"
104157,2025-04-24 06:50:11+00:00,"2025.04.24 15:50:10
기업명: 이녹스(시가총액: 715억)
보고서명: 타법인주식및출자증권취득결정(자회사의 주요경영사항)

#자회사 : 이녹스첨단소재

취득회사 : ㈜이녹스리튬 (대한민국)
주요사업 : 기타 기초 무기화학 물질 제조업 축전지 제조업

취득금액 : 600억
자본대비 : 12.8%
- 취득 후 지분율 : 93.3%

예정일자 : 2025-04-28
취득목적 : 경영권 지분 추가확보, 시설투자금 지원

* 취득방법 
현금취득


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900528
회사정보: https://finance.naver.com/item/main.nhn?code=088390"
104156,2025-04-24 06:49:36+00:00,"2025.04.24 15:49:35
기업명: SK스퀘어(시가총액: 11조 1,780억)
보고서명: 주요사항보고서(자기주식처분결정)

* 보통주
처분수량 : 2,336주(2억)
전체대비 : 

* 우선주
처분수량 : (-)
전체대비 : 

처분목적 : 사외이사를 대상으로 주식 방식의 보수 지급
중개업자 : SK증권
결정일자 : 2025-04-24


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424000394
회사정보: https://finance.naver.com/item/main.nhn?code=402340"
104155,2025-04-24 06:48:46+00:00,"2025.04.24 15:48:45
기업명: 이녹스첨단소재(시가총액: 4,683억)
보고서명: 타법인주식및출자증권취득결정

취득회사 : ㈜이녹스리튬 (대한민국)
주요사업 : 기타 기초 무기화학 물질 제조업 축전지 제조업

취득금액 : 600억
자본대비 : 12.8%
- 취득 후 지분율 : 93.3%

예정일자 : 2025-04-28
취득목적 : 경영권 지분 추가확보, 시설투자금 지원

* 취득방법 
현금취득


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900505
회사정보: https://finance.naver.com/item/main.nhn?code=272290"
104154,2025-04-24 06:44:35+00:00,"2025.04.24 15:44:34
기업명: 두산밥캣(시가총액: 4조 3,998억)
보고서명: 현금ㆍ현물배당결정

배당구분 : 분기배당( 현금 )

* 배당금
보통주 : 400원(현재가19,226원)
기타주 : 

* 배당률
보통주 : 0.8%
기타주 : 

기준일 : 2025-05-09
지급일 : 2025-05-27


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800513
회사정보: https://finance.naver.com/item/main.nhn?code=241560"
104153,2025-04-24 06:39:57+00:00,"2025.04.24 15:39:56
기업명: KB금융(시가총액: 33조 2,925억)
보고서명: 현금ㆍ현물배당결정

배당구분 : 분기배당( 현금 )

* 배당금
보통주 : 912원(현재가132,204원)
기타주 : 

* 배당률
보통주 : 1.1%
기타주 : 

기준일 : 2025-05-12
지급일 : -


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800496
회사정보: https://finance.naver.com/item/main.nhn?code=105560"
104152,2025-04-24 06:38:33+00:00,"2025.04.24 15:38:32
기업명: DN오토모티브(시가총액: 1조 3,926억)
보고서명: 연결재무제표기준영업(잠정)실적(공정공시)

매출액 : 8,787억(예상치 : -)
영업익 : 1,377억(예상치 : -)
순이익 : 751억(예상치 : -)

**최근 실적 추이**
2025.1Q 8,787억/ 1,377억/ 751억
2024.4Q 9,199억/ 1,207억/ 701억
2024.3Q 8,486억/ 1,299억/ 612억
2024.2Q 8,852억/ 1,486억/ 1,101억
2024.1Q 7,809억/ 1,237억/ 769억


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424800479
회사정보: https://finance.naver.com/item/main.nhn?code=007340"
104151,2025-04-24 06:36:53+00:00,"2025.04.24 15:36:52
기업명: 옵티코어(시가총액: 954억)
보고서명: 전환청구권행사              (제2회차)

청구주식 : 6,896,549주
시총대비 : 17.29%
 (주가 : 2,425원)

* 상장일 및 수량
2025-05-14 : 6,896,549주(전환가 : 1,276원)


공시링크: https://dart.fss.or.kr/dsaf001/main.do?rcpNo=20250424900471
회사정보: https://finance.naver.com/item/main.nhn?code=380540"
